GEO_ID,Bachelor,Poverty,OldHousing,Black,SimpsonsDI,VacantHousing,OwnerOccupied,FamiliesWithChildren,Pct5Plus
42101031401,13.7,18.8,31.3,21.7,0.818223,8.1,54.1,40.3,4.0
42101031402,12.5,22.9,24.799999999999997,17.5,0.7245800000000001,6.7,56.5,27.4,2.5
42101031501,13.5,17.8,53.7,3.6,0.46062800000000004,10.1,71.7,32.2,2.2
42101031600,15.3,23.9,50.5,11.9,0.564063,3.3,66.9,29.0,2.3
42101031700,13.4,12.7,38.8,24.3,0.73852,7.4,58.5,36.9,1.9
42101031800,10.8,15.3,41.4,46.1,0.7220460000000002,5.6,58.4,35.4,2.7
42101031900,14.7,17.3,52.7,25.6,0.7175929999999998,15.1,57.2,26.8,2.1
42101032000,13.9,16.8,42.7,14.1,0.565159,8.8,77.5,28.0,2.0
42101032300,9.7,17.1,50.3,22.4,0.598431,13.5,51.8,22.9,3.5
42101032500,8.5,34.3,71.2,20.6,0.6181490000000001,13.2,56.2,23.2,2.9
42101032600,20.6,20.0,61.0,19.7,0.6095079999999999,16.6,73.6,30.1,2.8
42101032900,11.4,28.6,49.2,16.9,0.633789,16.3,48.7,14.2,3.9
42101033000,15.3,31.1,50.2,12.1,0.46903500000000004,6.2,65.4,31.0,2.2
42101033200,19.1,11.3,25.4,0.3,0.15601799999999993,9.6,77.1,34.5,0.0
42101033400,18.5,20.2,16.8,20.1,0.644429,7.6,55.9,19.2,3.3
42101033600,22.2,11.2,24.6,7.8,0.5086380000000001,7.8,49.5,24.6,2.3
42101034200,29.3,11.2,3.7,12.4,0.455626,8.1,49.8,16.6,0.0
42101034600,30.3,11.5,2.1,25.9,0.692996,6.7,27.2,16.7,0.0
42101034701,22.4,12.0,7.1000000000000005,7.5,0.574619,5.4,75.6,23.8,0.0
42101035100,25.1,6.5,9.7,3.2,0.11802099999999995,12.5,63.6,3.4,0.0
42101035301,22.5,11.2,1.8,2.7,0.276844,1.3,78.0,25.5,0.0
42101035601,24.1,8.9,3.9000000000000004,2.0,0.29431300000000005,1.2,70.0,19.7,0.0
42101035602,36.2,7.3,8.9,4.6,0.5007039999999999,4.4,79.3,26.7,0.0
42101035800,30.8,10.1,7.6,8.8,0.347498,2.2,80.4,24.0,0.0
42101036201,17.6,4.0,4.5,9.0,0.24205300000000005,6.4,68.6,19.1,0.0
42101036301,17.5,8.6,2.9000000000000004,3.3,0.375376,4.8,79.1,26.5,0.0
42101036303,19.4,5.2,1.4,0.0,0.14648199999999995,5.0,90.8,29.2,0.0
42101036400,20.8,44.3,11.1,29.9,0.6286970000000001,0.0,100.0,0.0,0.0
42101036600,71.4,4.0,7.8,6.5,0.4471740000000001,37.3,62.1,7.6,0.0
42101036900,56.0,37.6,31.6,8.3,0.6143529999999999,14.7,1.0,16.0,0.0
42101037500,58.0,20.4,58.599999999999994,38.9,0.5831189999999999,10.1,48.6,15.5,9.2
42101037700,9.9,51.0,36.7,42.4,0.714714,26.0,28.2,24.4,5.2
42101037800,19.7,25.1,72.9,13.0,0.37411399999999995,17.2,65.8,11.4,5.3
42101038000,14.4,19.5,80.3,4.2,0.4862109999999999,14.1,64.8,28.3,9.8
42101038200,5.4,24.5,81.89999999999999,17.2,0.6840239999999999,12.6,61.1,13.2,8.1
42101038300,5.2,53.0,78.4,30.3,0.785395,12.3,52.8,42.3,5.7
42101038800,59.8,8.7,79.30000000000001,37.4,0.573684,5.1,70.0,21.9,5.1
42101038900,17.9,25.4,41.1,89.8,0.20070199999999994,7.5,57.9,15.6,5.7
42101039000,12.6,34.5,44.7,59.7,0.6392140000000001,10.2,55.7,46.6,4.8
42101980000,58.3,1.5,57.4,9.9,0.607793,29.6,48.7,19.7,0.0
