GEO_ID,Poverty,Bachelor,White,White-NH,Black,Black-NH,Asian,Asian-NH,AmericanIndian,AmericanIndian-NH,NHPI,NHPI-NH,Other,Other-NH,Multi,Multi-NH,Pre-1939 Housing,1939-1949 Housing,VacantHousing,OwnerOccupied,FamiliesWithChildren,White-H,Black-H,Asian-H,AmericanIndian-H,NHPI-H,Other-H,Multi-H,SimpsonsDI,OldHousing
42101025800,4.9,29.0,1.9,1.9,97.9,96.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,11.5,12.2,67.7,17.4,0.0,1.1000000000000085,0.0,0.3,0.0,0.0,0.0,0.06348500000000011,17.6
42101025900,19.3,16.4,1.1,1.1,95.6,95.6,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.6,20.9,14.6,9.8,74.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999999999999998,0.08450900000000003,35.5
42101026000,13.0,32.3,5.3,4.9,92.1,92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.9,1.0,9.4,15.0,7.5,76.8,16.3,0.39999999999999947,0.0,0.0,0.0,0.0,0.7,0.8999999999999999,0.14911200000000005,24.4
42101026100,10.2,25.6,2.6,1.6,97.4,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,22.1,9.2,77.7,15.9,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.06065799999999992,28.8
42101026200,11.7,26.3,1.7,1.4,97.1,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.9,17.7,21.7,5.3,80.9,16.4,0.30000000000000004,0.5,0.0,0.0,0.0,0.2,0.0,0.06552900000000002,39.4
42101026301,17.0,17.2,0.9,0.9,97.2,97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,18.4,25.0,3.0,73.5,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05477400000000003,43.4
42101026302,18.4,13.9,3.6,2.6,92.6,90.4,2.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,33.2,23.2,12.3,82.6,21.3,1.0,2.1999999999999886,0.5999999999999999,0.0,0.0,0.0,0.0,0.18096799999999988,56.400000000000006
42101026400,14.1,16.9,1.3,0.3,95.9,94.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.2,34.1,26.7,12.1,79.0,27.5,1.0,1.9000000000000057,0.0,0.0,0.0,0.0,0.3999999999999999,0.11642100000000011,60.8
42101026500,20.7,9.7,1.6,1.1,96.7,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.6,41.8,28.1,13.5,74.5,24.5,0.5,0.7999999999999972,0.0,0.0,0.0,0.0,0.09999999999999987,0.0798519999999999,69.9
42101026600,20.6,12.6,0.3,0.3,97.0,96.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,2.5,2.5,30.4,18.0,15.3,78.0,21.3,0.0,0.7999999999999972,0.0,0.0,0.0,0.0,0.0,0.07385399999999989,48.4
42101026700,21.1,18.8,2.4,2.4,97.4,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,47.4,28.2,13.0,71.5,30.3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.07951399999999992,75.6
42101026800,18.6,27.0,4.4,3.7,86.1,85.2,8.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0,31.1,26.4,8.6,35.3,19.9,0.7000000000000002,0.8999999999999915,0.0,0.0,0.0,0.0,0.3999999999999999,0.26591999999999993,57.5
42101026900,14.3,25.7,20.8,16.9,71.9,69.9,1.5,1.5,0.0,0.0,0.0,0.0,3.4,2.5,2.4,1.3,57.9,13.5,10.8,64.7,25.7,3.900000000000002,2.0,0.0,0.0,0.0,0.8999999999999999,1.0999999999999999,0.4796959999999999,71.4
42101027000,14.5,28.0,11.4,11.1,73.3,73.3,14.8,14.8,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,40.8,15.1,10.1,59.1,31.8,0.3000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.428452,55.9
42101027100,30.0,13.3,7.1,6.5,64.0,63.3,21.8,21.8,0.0,0.0,0.0,0.0,5.3,0.0,1.9,1.9,15.6,16.0,2.2,74.8,29.8,0.5999999999999996,0.7000000000000028,0.0,0.0,0.0,5.3,0.0,0.545307,31.6
42101027200,15.3,19.9,6.8,6.4,81.7,80.3,9.8,9.6,0.0,0.0,0.0,0.0,0.3,0.0,1.5,0.8,6.1,21.5,4.6,56.5,24.9,0.39999999999999947,1.4000000000000057,0.20000000000000107,0.0,0.0,0.3,0.7,0.34254100000000004,27.6
42101027300,13.2,17.0,11.2,3.5,54.4,53.7,29.1,29.1,0.2,0.0,0.0,0.0,4.5,0.0,0.7,0.3,27.7,22.5,5.8,63.7,31.3,7.699999999999999,0.6999999999999957,0.0,0.2,0.0,4.5,0.39999999999999997,0.6186929999999999,50.2
42101027401,26.1,13.3,8.9,7.7,51.9,51.4,30.6,30.6,0.3,0.0,0.0,0.0,2.6,0.3,5.8,5.6,39.1,20.9,14.4,65.9,25.4,1.2000000000000002,0.5,0.0,0.3,0.0,2.3000000000000003,0.20000000000000018,0.633383,60.0
42101027402,15.5,13.5,7.5,4.2,52.3,50.7,18.7,18.7,0.0,0.0,9.4,0.0,10.7,0.0,1.3,0.9,46.2,16.1,12.0,70.9,51.6,3.3,1.5999999999999943,0.0,0.0,9.4,10.7,0.4,0.683491,62.300000000000004
42101027500,25.2,11.9,10.7,7.2,66.3,60.2,15.4,15.4,0.0,0.0,0.0,0.0,5.9,0.0,1.7,0.8,36.5,32.5,7.5,67.2,33.4,3.499999999999999,6.099999999999994,0.0,0.0,0.0,5.9,0.8999999999999999,0.600124,69.0
42101027600,28.3,14.4,1.6,1.4,93.3,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,23.7,26.8,13.7,48.0,25.7,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.12760700000000005,50.5
42101027700,29.4,11.2,1.6,1.6,91.8,90.7,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,22.8,40.0,11.9,48.0,19.4,0.0,1.0999999999999943,0.0,0.0,0.0,0.0,1.2000000000000002,0.17570499999999992,62.8
42101027800,30.1,10.8,7.2,2.8,92.4,91.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,48.5,26.8,12.9,45.6,18.2,4.4,0.8000000000000114,0.0,0.0,0.0,0.0,0.4,0.15814400000000017,75.3
42101027901,45.6,9.1,2.0,1.4,81.2,78.5,1.9,1.9,0.5,0.5,0.0,0.0,13.9,13.9,0.6,0.6,48.6,22.9,18.8,66.0,27.6,0.6000000000000001,2.700000000000003,0.0,0.0,0.0,0.0,0.0,0.36407100000000003,71.5
42101027902,49.8,14.5,41.6,37.8,49.1,49.1,2.5,2.5,0.0,0.0,0.2,0.2,4.5,1.0,2.1,2.0,23.7,27.2,11.5,46.6,20.2,3.8000000000000043,0.0,0.0,0.0,0.0,3.5,0.10000000000000009,0.612236,50.9
42101028000,35.9,5.9,1.1,1.1,98.1,94.9,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,43.5,27.9,12.2,51.1,27.0,0.0,3.1999999999999886,0.0,0.0,0.0,0.0,0.0,0.09722499999999984,71.4
42101028100,22.4,12.2,5.0,4.8,93.8,91.4,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,54.9,18.3,10.5,71.1,12.6,0.20000000000000018,2.3999999999999915,0.0,0.0,0.0,0.2,0.0,0.1616159999999999,73.2
42101028200,27.7,19.3,5.9,4.3,86.0,82.5,5.8,5.8,0.4,0.4,0.0,0.0,0.2,0.0,1.7,1.5,34.2,26.3,8.1,47.3,20.8,1.6000000000000005,3.5,0.0,0.0,0.0,0.2,0.19999999999999996,0.312432,60.5
42101028300,40.9,8.9,6.0,3.8,85.3,82.8,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.0,35.8,21.2,15.3,35.5,27.9,2.2,2.5,0.0,0.0,0.0,0.0,2.3,0.30831800000000004,57.0
42101028400,47.6,5.9,9.3,1.3,74.8,71.8,1.7,1.7,0.9,0.9,0.0,0.0,10.2,0.0,3.1,2.9,29.7,35.4,8.3,61.8,37.6,8.0,3.0,0.0,0.0,0.0,10.2,0.20000000000000018,0.465388,65.1
42101028500,36.7,6.5,20.6,0.9,44.2,43.3,10.5,10.5,9.2,4.9,0.0,0.0,14.9,0.2,0.7,0.3,32.5,14.4,8.7,38.6,37.4,19.700000000000003,0.9000000000000057,0.0,4.299999999999999,0.0,14.700000000000001,0.39999999999999997,0.7376269999999999,46.9
42101028600,38.5,8.0,11.4,2.6,55.2,50.5,7.8,7.8,0.8,0.0,0.0,0.0,20.5,0.0,4.4,0.0,51.8,12.5,12.3,44.9,42.2,8.8,4.700000000000003,0.0,0.8,0.0,20.5,4.4,0.685237,64.3
42101028700,44.9,10.1,24.2,2.7,24.6,21.2,2.3,2.3,1.9,0.0,0.0,0.0,37.8,0.9,9.1,0.4,41.2,25.4,9.3,44.9,37.7,21.5,3.400000000000002,0.0,1.9,0.0,36.9,8.7,0.761229,66.6
42101028800,30.8,5.7,28.7,9.0,18.6,16.3,15.6,15.6,0.0,0.0,0.0,0.0,34.7,0.0,2.4,2.4,41.5,19.5,17.5,44.1,39.3,19.7,2.3000000000000007,0.0,0.0,0.0,34.7,0.0,0.780672,61.0
42101028901,39.7,3.8,13.7,8.5,23.0,21.3,6.6,5.4,0.8,0.8,0.0,0.0,48.9,0.0,6.9,0.1,46.6,14.9,8.6,62.9,45.9,5.199999999999999,1.6999999999999993,1.1999999999999993,0.0,0.0,48.9,6.800000000000001,0.696543,61.5
42101028902,36.7,3.4,20.3,9.2,31.3,29.2,8.0,5.8,0.8,0.0,1.1,0.0,34.2,0.0,4.4,0.5,27.9,21.5,8.9,54.6,35.0,11.100000000000001,2.1000000000000014,2.2,0.8,1.1,34.2,3.9000000000000004,0.771967,49.4
42101029000,32.9,9.5,13.3,5.6,37.9,35.8,18.4,18.4,2.7,0.0,0.0,0.0,23.6,0.0,4.1,1.7,22.4,22.4,8.8,54.6,37.6,7.700000000000001,2.1000000000000014,0.0,2.7,0.0,23.6,2.3999999999999995,0.7711840000000002,44.8
42101029100,35.4,7.3,20.4,11.9,40.9,39.6,22.7,22.7,0.0,0.0,0.0,0.0,12.1,0.7,3.8,2.5,27.2,17.2,17.3,32.5,36.4,8.499999999999998,1.2999999999999972,0.0,0.0,0.0,11.4,1.2999999999999998,0.7552610000000001,44.4
42101029200,15.7,13.2,31.0,20.1,40.5,38.5,7.9,7.9,0.0,0.0,0.0,0.0,12.7,0.0,7.9,5.6,26.5,26.5,16.8,71.8,29.7,10.899999999999999,2.0,0.0,0.0,0.0,12.7,2.3000000000000007,0.773058,53.0
42101029300,42.8,9.1,31.2,19.8,42.0,40.7,0.2,0.2,1.4,0.0,0.0,0.0,22.1,1.0,3.1,3.1,62.5,11.1,21.1,53.7,30.9,11.399999999999999,1.2999999999999972,0.0,1.4,0.0,21.1,0.0,0.7362000000000001,73.6
42101029400,52.1,3.4,33.7,22.2,50.7,44.2,0.0,0.0,0.0,0.0,0.3,0.3,14.1,0.0,1.2,0.6,82.3,6.4,20.2,49.1,24.5,11.500000000000004,6.5,0.0,0.0,0.0,14.1,0.6,0.7179399999999999,88.7
42101029800,34.1,9.2,48.0,36.4,31.3,30.5,2.6,2.6,0.0,0.0,0.0,0.0,14.4,0.5,3.8,0.3,25.6,26.7,10.5,55.1,29.3,11.600000000000001,0.8000000000000007,0.0,0.0,0.0,13.9,3.5,0.740703,52.3
42101029900,45.4,9.6,32.2,17.5,56.2,53.2,0.7,0.7,1.1,1.1,0.0,0.0,7.9,0.0,1.9,0.5,52.3,13.8,13.1,42.0,29.0,14.700000000000003,3.0,0.0,0.0,0.0,7.9,1.4,0.65721,66.1
42101030000,37.3,4.8,24.1,13.8,60.2,59.4,1.9,1.5,1.6,0.1,0.0,0.0,6.6,0.0,5.6,4.8,47.2,15.3,15.8,43.4,31.6,10.3,0.8000000000000043,0.3999999999999999,1.5,0.0,6.6,0.7999999999999998,0.610256,62.5
42101030100,23.0,11.8,40.0,36.6,51.2,47.4,0.5,0.5,0.0,0.0,0.0,0.0,3.5,0.0,4.8,3.6,62.3,6.1,27.5,44.4,25.5,3.3999999999999986,3.8000000000000043,0.0,0.0,0.0,3.5,1.1999999999999997,0.6360779999999999,68.39999999999999
42101030200,20.4,12.0,30.5,19.2,44.8,44.5,4.1,4.1,0.0,0.0,0.0,0.0,13.0,0.0,7.6,2.3,38.1,23.3,15.3,60.5,27.7,11.3,0.29999999999999716,0.0,0.0,0.0,13.0,5.3,0.7304139999999999,61.400000000000006
42101030501,36.9,8.0,24.7,16.5,54.2,51.7,2.9,2.9,0.1,0.1,0.0,0.0,16.6,1.9,1.5,1.2,34.2,14.2,5.7,56.8,42.2,8.2,2.5,0.0,0.0,0.0,14.700000000000001,0.30000000000000004,0.675172,48.400000000000006
42101030502,29.6,12.8,18.7,16.5,51.6,51.1,8.6,8.6,1.1,0.0,0.0,0.0,17.4,0.0,2.7,2.7,22.1,25.8,6.4,66.1,40.5,2.1999999999999993,0.5,0.0,1.1,0.0,17.4,0.0,0.673623,47.900000000000006
42101030600,23.5,16.8,42.4,38.6,25.5,24.8,12.8,12.8,0.7,0.0,0.0,0.0,15.7,0.0,2.9,0.7,39.7,7.8,5.2,47.9,30.2,3.799999999999997,0.6999999999999993,0.0,0.7,0.0,15.7,2.2,0.746392,47.5
42101030700,17.1,15.2,50.7,46.0,39.2,38.5,3.5,3.5,0.2,0.2,0.0,0.0,3.1,0.3,3.2,3.2,20.9,10.6,4.9,35.1,31.7,4.700000000000003,0.7000000000000028,0.0,0.0,0.0,2.8000000000000003,0.0,0.6338710000000001,31.5
42101030800,14.4,16.3,65.7,56.5,7.9,4.8,16.3,16.3,0.0,0.0,0.0,0.0,5.1,0.0,5.1,4.4,22.4,18.3,7.2,71.1,29.3,9.200000000000003,3.1000000000000005,0.0,0.0,0.0,5.1,0.6999999999999993,0.638891,40.7
42101030900,32.2,13.4,30.9,19.4,36.0,33.4,16.1,16.1,0.8,0.0,0.0,0.0,11.0,0.0,5.2,1.2,12.5,20.9,8.5,51.9,34.3,11.5,2.6000000000000014,0.0,0.8,0.0,11.0,4.0,0.7970779999999998,33.4
42101031000,19.4,18.2,41.7,38.9,26.5,26.5,18.5,18.3,0.3,0.0,0.0,0.0,9.8,0.9,3.2,1.8,12.6,25.5,7.2,67.0,43.6,2.8000000000000043,0.0,0.1999999999999993,0.3,0.0,8.9,1.4000000000000001,0.735646,38.1
42101031101,27.2,13.4,35.4,19.3,38.3,37.3,10.9,10.9,0.3,0.0,0.0,0.0,12.9,1.1,2.3,2.0,13.1,25.5,7.6,43.8,38.4,16.099999999999998,1.0,0.0,0.3,0.0,11.8,0.2999999999999998,0.772257,38.6
42101031102,13.9,12.9,20.4,15.1,59.1,57.1,9.3,9.3,0.7,0.7,0.0,0.0,8.8,0.0,1.7,1.7,24.6,37.6,3.2,73.0,29.6,5.299999999999999,2.0,0.0,0.0,0.0,8.8,0.0,0.6312180000000001,62.2
42101031200,33.8,10.5,26.5,13.5,48.2,47.0,11.0,11.0,0.0,0.0,0.0,0.0,13.1,1.3,1.1,1.1,20.4,34.5,11.4,58.8,44.1,13.0,1.2000000000000028,0.0,0.0,0.0,11.799999999999999,0.0,0.7165170000000001,54.9
42101031300,27.3,18.2,45.7,33.4,26.0,21.6,20.5,20.5,0.0,0.0,0.0,0.0,1.5,0.0,6.3,5.0,10.3,13.9,15.4,44.2,38.5,12.300000000000004,4.399999999999999,0.0,0.0,0.0,1.5,1.2999999999999998,0.779804,24.200000000000003
42101031401,18.8,13.7,34.1,24.5,21.7,20.2,23.7,23.7,0.2,0.2,0.2,0.0,11.4,0.3,8.8,5.2,15.4,15.9,8.1,54.1,40.3,9.600000000000001,1.5,0.0,0.0,0.2,11.1,3.6000000000000005,0.818223,31.3
42101031402,22.9,12.5,53.1,38.5,17.5,17.2,27.6,27.6,0.0,0.0,0.0,0.0,0.5,0.0,1.3,0.7,10.7,14.1,6.7,56.5,27.4,14.600000000000001,0.3000000000000007,0.0,0.0,0.0,0.5,0.6000000000000001,0.7245800000000001,24.799999999999997
42101031501,17.8,13.5,78.2,72.3,3.6,3.6,9.4,9.4,0.0,0.0,0.0,0.0,7.1,2.5,1.7,1.7,32.0,21.7,10.1,71.7,32.2,5.900000000000006,0.0,0.0,0.0,0.0,4.6,0.0,0.46062800000000004,53.7
42101031502,13.1,19.8,79.3,71.1,6.2,4.9,10.3,10.3,0.4,0.4,0.0,0.0,2.7,0.6,1.2,1.2,13.6,21.5,12.4,64.5,33.4,8.200000000000003,1.2999999999999998,0.0,0.0,0.0,2.1,0.0,0.474939,35.1
42101031600,23.9,15.3,70.7,63.8,11.9,11.8,6.5,6.5,0.0,0.0,0.0,0.0,8.1,0.0,2.9,1.5,22.7,27.8,3.3,66.9,29.0,6.900000000000006,0.09999999999999964,0.0,0.0,0.0,8.1,1.4,0.564063,50.5
42101031700,12.7,13.4,53.4,42.6,24.3,23.2,9.7,9.7,1.0,0.0,0.0,0.0,6.6,0.6,5.0,2.5,9.4,29.4,7.4,58.5,36.9,10.799999999999997,1.1000000000000014,0.0,1.0,0.0,6.0,2.5,0.73852,38.8
42101031800,15.3,10.8,34.5,23.1,46.1,44.6,8.6,8.5,0.7,0.7,0.0,0.0,8.7,1.9,1.4,1.4,11.9,29.5,5.6,58.4,35.4,11.399999999999999,1.5,0.09999999999999964,0.0,0.0,6.799999999999999,0.0,0.7220460000000002,41.4
42101031900,17.3,14.7,59.8,42.5,25.6,25.6,3.6,3.6,0.0,0.0,1.0,0.0,7.3,0.0,2.8,0.4,30.5,22.2,15.1,57.2,26.8,17.299999999999997,0.0,0.0,0.0,1.0,7.3,2.4,0.7175929999999998,52.7
42101032000,16.8,13.9,73.7,63.2,14.1,14.1,5.5,5.5,0.0,0.0,0.0,0.0,4.6,0.0,2.2,1.9,17.4,25.3,8.8,77.5,28.0,10.5,0.0,0.0,0.0,0.0,4.6,0.30000000000000027,0.565159,42.7
42101032100,20.4,8.3,58.5,46.5,31.3,28.8,1.0,0.4,0.0,0.0,0.0,0.0,5.9,0.0,3.3,2.9,41.5,14.9,13.8,53.8,26.3,12.0,2.5,0.6,0.0,0.0,5.9,0.3999999999999999,0.681416,56.4
42101032300,17.1,9.7,67.6,58.8,22.4,21.5,1.5,1.5,0.9,0.0,0.0,0.0,4.6,0.8,3.1,3.1,33.5,16.8,13.5,51.8,22.9,8.799999999999997,0.8999999999999986,0.0,0.9,0.0,3.8,0.0,0.598431,50.3
42101032500,34.3,8.5,63.3,56.6,20.6,20.6,0.9,0.9,0.0,0.0,0.0,0.0,12.0,0.0,3.3,3.3,54.1,17.1,13.2,56.2,23.2,6.699999999999996,0.0,0.0,0.0,0.0,12.0,0.0,0.6181490000000001,71.2
42101032600,20.0,20.6,66.1,57.9,19.7,19.7,2.4,2.4,0.8,0.5,0.0,0.0,10.2,0.7,0.8,0.3,37.6,23.4,16.6,73.6,30.1,8.199999999999996,0.0,0.0,0.30000000000000004,0.0,9.5,0.5,0.6095079999999999,61.0
42101032900,28.6,11.4,66.4,56.6,16.9,16.9,5.7,5.7,0.0,0.0,0.0,0.0,2.1,1.8,9.0,6.8,24.6,24.6,16.3,48.7,14.2,9.800000000000004,0.0,0.0,0.0,0.0,0.30000000000000004,2.2,0.633789,49.2
42101033000,31.1,15.3,83.3,70.6,12.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.5,2.6,2.3,18.1,32.1,6.2,65.4,31.0,12.700000000000003,0.0,0.0,0.0,0.0,1.4,0.30000000000000027,0.46903500000000004,50.2
42101033101,5.1,22.9,91.8,87.3,3.3,3.3,1.8,1.8,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,26.3,33.2,7.6,80.5,26.3,4.5,0.0,0.0,0.0,0.0,2.0,0.0,0.23391199999999998,59.5
42101033102,10.2,16.4,91.8,91.2,3.4,3.2,3.4,3.4,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.2,22.9,21.7,9.5,64.3,27.5,0.5999999999999943,0.19999999999999973,0.0,0.0,0.0,0.8,0.39999999999999997,0.16595199999999988,44.599999999999994
42101033200,11.3,19.1,93.0,91.7,0.3,0.0,5.8,5.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,6.9,18.5,9.6,77.1,34.5,1.2999999999999972,0.3,0.5,0.0,0.0,0.9,0.0,0.15601799999999993,25.4
42101033300,12.9,16.8,75.9,72.0,16.6,16.6,3.2,3.2,0.0,0.0,0.0,0.0,2.9,0.0,1.4,1.4,15.5,4.7,2.7,57.3,13.9,3.9000000000000057,0.0,0.0,0.0,0.0,2.9,0.0,0.4504620000000001,20.2
42101033400,20.2,18.5,58.9,53.9,20.1,19.6,14.6,14.6,1.8,1.8,0.0,0.0,3.8,0.0,0.7,0.3,7.0,9.8,7.6,55.9,19.2,5.0,0.5,0.0,0.0,0.0,3.8,0.39999999999999997,0.644429,16.8
42101033500,22.6,19.6,55.2,46.8,17.2,13.1,11.7,11.7,0.0,0.0,0.0,0.0,13.7,5.2,2.3,0.6,9.0,7.7,7.8,60.5,34.0,8.400000000000006,4.1,0.0,0.0,0.0,8.5,1.6999999999999997,0.7321350000000001,16.7
42101033600,11.2,22.2,73.9,68.6,7.8,7.8,8.4,8.4,0.0,0.0,0.0,0.0,6.1,0.3,3.8,3.8,15.8,8.8,7.8,49.5,24.6,5.300000000000011,0.0,0.0,0.0,0.0,5.8,0.0,0.5086380000000001,24.6
42101033701,21.4,29.2,86.9,83.5,4.5,4.0,7.8,7.8,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.7,2.0,13.4,38.7,34.7,3.4000000000000057,0.5,0.0,0.0,0.0,0.6,0.0,0.2938700000000001,2.7
42101033702,6.9,30.2,70.1,68.0,5.5,5.4,16.6,16.6,0.0,0.0,0.0,0.0,2.6,0.0,5.3,2.0,3.5,8.3,5.4,75.6,27.3,2.0999999999999943,0.09999999999999964,0.0,0.0,0.0,2.6,3.3,0.5055209999999999,11.8
42101033800,8.9,15.7,72.5,67.4,12.3,12.3,6.7,6.7,0.3,0.0,0.0,0.0,2.3,0.0,6.0,6.0,14.0,5.9,10.6,62.5,25.2,5.099999999999994,0.0,0.0,0.3,0.0,2.3,0.0,0.5203669999999999,19.9
42101033900,12.7,26.3,75.4,75.0,14.7,13.6,2.3,2.3,0.0,0.0,0.0,0.0,3.0,0.0,4.6,3.9,10.1,9.1,7.3,61.9,24.2,0.4000000000000057,1.0999999999999996,0.0,0.0,0.0,3.0,0.6999999999999997,0.41586800000000007,19.2
42101034000,9.7,23.3,74.0,68.8,7.8,7.7,8.6,8.6,0.0,0.0,0.0,0.0,5.5,0.0,4.1,4.1,4.2,5.0,7.1,86.1,25.9,5.200000000000003,0.09999999999999964,0.0,0.0,0.0,5.5,0.0,0.50592,9.2
42101034100,13.8,26.0,91.4,84.5,6.0,6.0,1.7,1.7,0.0,0.0,0.2,0.2,0.0,0.0,0.7,0.7,19.9,9.2,7.5,63.2,26.5,6.900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.277272,29.099999999999998
42101034200,11.2,29.3,75.3,72.0,12.4,12.3,9.7,9.7,0.0,0.0,0.0,0.0,1.5,0.0,1.1,1.1,2.9,0.8,8.1,49.8,16.6,3.299999999999997,0.09999999999999964,0.0,0.0,0.0,1.5,0.0,0.455626,3.7
42101034400,4.7,29.2,80.5,79.3,4.5,4.5,11.2,11.2,0.0,0.0,0.0,0.0,3.3,0.6,0.5,0.5,5.6,3.1,5.3,86.3,27.0,1.2000000000000028,0.0,0.0,0.0,0.0,2.6999999999999997,0.0,0.3556480000000001,8.7
42101034501,29.8,23.7,72.7,60.3,8.0,8.0,16.1,16.1,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,7.9,1.2,0.0,14.4,17.7,12.400000000000006,0.0,0.0,0.0,0.0,3.2,0.0,0.58767,9.1
42101034502,7.3,23.4,68.2,57.4,9.0,8.2,10.1,10.1,0.0,0.0,0.0,0.0,7.7,7.7,5.0,5.0,3.7,1.0,10.2,42.9,9.6,10.800000000000004,0.8000000000000007,0.0,0.0,0.0,0.0,0.0,0.6334420000000001,4.7
42101034600,11.5,30.3,55.0,45.7,25.9,25.9,14.6,14.6,0.0,0.0,0.0,0.0,3.1,0.0,1.4,1.2,0.9,1.2,6.7,27.2,16.7,9.299999999999997,0.0,0.0,0.0,0.0,3.1,0.19999999999999996,0.692996,2.1
42101034701,12.0,22.4,63.6,62.1,7.5,6.5,17.9,17.9,0.0,0.0,0.0,0.0,3.6,0.0,7.5,3.3,2.2,4.9,5.4,75.6,23.8,1.5,1.0,0.0,0.0,0.0,3.6,4.2,0.574619,7.1000000000000005
42101034702,0.7,30.5,82.4,80.1,8.0,8.0,6.3,5.8,0.0,0.0,0.0,0.0,1.2,0.3,2.2,1.5,4.1,6.4,0.7,86.4,22.5,2.3000000000000114,0.0,0.5,0.0,0.0,0.8999999999999999,0.7000000000000002,0.3487170000000001,10.5
42101034801,13.6,14.8,84.3,81.6,9.2,9.2,3.0,3.0,0.0,0.0,0.0,0.0,0.6,0.4,3.0,1.8,6.0,36.7,4.2,48.0,20.3,2.700000000000003,0.0,0.0,0.0,0.0,0.19999999999999996,1.2,0.32456300000000005,42.7
42101034802,15.2,16.5,69.8,64.1,25.8,25.6,0.8,0.8,0.0,0.0,0.0,0.0,0.3,0.3,3.3,3.3,0.6,9.7,4.1,45.4,25.4,5.700000000000003,0.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.5191680000000001,10.299999999999999
42101034803,5.5,20.4,89.5,85.4,6.2,4.5,3.6,3.6,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.1,11.5,3.8,71.0,26.4,4.099999999999994,1.7000000000000002,0.0,0.3,0.0,0.0,0.0,0.2643749999999999,12.6
42101034900,19.0,13.7,80.5,73.9,14.1,14.1,2.2,2.2,0.0,0.0,0.0,0.0,1.8,0.0,1.4,1.4,11.7,8.1,10.2,57.1,22.2,6.599999999999994,0.0,0.0,0.0,0.0,1.8,0.0,0.42863799999999985,19.799999999999997
42101035100,6.5,25.1,94.9,93.9,3.2,3.2,0.7,0.7,0.0,0.0,0.0,0.0,0.6,0.0,0.7,0.0,9.0,0.7,12.5,63.6,3.4,1.0,0.0,0.0,0.0,0.0,0.6,0.7,0.11802099999999995,9.7
42101035200,5.3,17.9,87.6,81.2,1.6,1.5,10.0,10.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.2,3.5,7.3,10.0,78.7,19.1,6.3999999999999915,0.10000000000000009,0.0,0.0,0.0,0.39999999999999997,0.0,0.3263099999999999,10.8
42101035301,11.2,22.5,90.1,84.7,2.7,1.8,4.7,4.7,0.6,0.0,0.0,0.0,1.2,0.0,0.7,0.1,0.8,1.0,1.3,78.0,25.5,5.3999999999999915,0.9000000000000001,0.0,0.6,0.0,1.2,0.6,0.276844,1.8
42101035302,11.3,18.2,88.9,85.3,8.3,8.3,2.2,2.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,1.2,1.1,5.4,56.4,17.9,3.6000000000000085,0.0,0.0,0.0,0.0,0.2,0.0,0.2637020000000001,2.3
